label,awk,cat,cat -b,cat -n,cat -s,cd,chattr,chattr +a,chattr +i,chattr -i,crontab,crontab -e,crontab -l,crontab -r,curl,curl -X,curl -d,curl -o,curl -s,echo,echo -e,echo -n,free,free -g,free -h,free -m,grep,grep -E,grep -i,grep -r,grep -v,head,head -n,ifconfig,lockr,ls,ls -R,ls -a,ls -h,ls -l,ls -la,ls -lh,lscpu,id,pkill,pkill -9,pkill -f,pkill -u,ps,ps -e,ps -f,ps -u,ps -x,rm,rm -f,rm -r,rm -rf,sh,tftp,top,logname,whoami,uname,uname -a,uname -n,uname -r,uname -s,w,wc,wc -c,wc -l,wc -w,wget,wget --no-check-certificate,wget -O,wget -q,which,which -ls,ack,ack -i,ack -w,ack -c,ack -l,ack -n,bzip2,bzip2 -k,bzip2 -f,bzip2 -v,bzip2 -d,bzip2 -t,cmp,cmp -l,cmp -s,cmp -n,cmp -i,diff,diff -u,diff -c,diff -i,diff -b,diff -r,find,find -name,find -type,find -mtime,find -size,find -exec,gzip,gzip -k,gzip -d,gzip -v,gzip --best,gzip --fast,locate,locate -i,locate -r,locate -l,locate -e,mosh,mosh -p,mosh -s,mosh -c,mosh --predict,rsync,rsync -a,rsync -v,rsync -z,rsync --delete,rsync -P,scp,scp -r,scp -p,scp -C,scp -P,scp -l,scp -t,ssh,ssh -p,ssh -i,ssh -L,ssh -R,ssh -o,su,su -c,su -l,su -p,sudo,sudo -u,sudo -s,sudo -H,sudo -E,sudo -n,tar,tar -c,tar -x,tar -t,tar -z,tar -j,tar -v,tar -f,tar --exclude,zip,zip -r,zip -u,zip -d,zip -9,zip -l,nproc,chmod,chown,chrgp,dnf,yum,apt-get,kill,killall,bg
cmp -i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22561705696351927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543555543687399,0.0,0.0,0.0,0.23380169413557514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3947729186107559,0.41129374691913473,0.14307949486419572,0.35696592867529964,1.0,0.3947729186107559,0.18377668629537605,0.18377668629537605,0.19888746560870235,0.15478333801471078,0.18092671494697193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4118457694360083,0.3624349293454736,0.3574450345013948,0.3947729186107559,1.0,0.4655250591709887,0.4655250591709887,0.503802201804031,0.39208195577196203,0.45830579155143303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diff -u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24540546124143453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24518372319900855,0.0,0.0,0.1744111847799619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655250591709887,0.19172452618601912,0.1687225419291847,0.16639962083663792,0.18377668629537605,0.4655250591709887,1.0,0.5223111910411302,0.23453254980529592,0.1825239756606196,0.21335283073038766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diff -c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24540546124143453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24518372319900855,0.0,0.0,0.1744111847799619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655250591709887,0.19172452618601912,0.1687225419291847,0.16639962083663792,0.18377668629537605,0.4655250591709887,0.5223111910411302,1.0,0.23453254980529592,0.1825239756606196,0.21335283073038766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diff -i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663900920903874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663900920903874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503802201804031,0.2074888054455363,0.18259551541493801,0.18008159540572052,0.19888746560870235,0.503802201804031,0.23453254980529592,0.23453254980529592,1.0,0.4760802005619497,0.23089546688315124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7207990946676941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diff -b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2659792771344879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24876181974627692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24876181974627692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39208195577196203,0.1614772947568787,0.14210419593784618,0.14014774820828332,0.15478333801471078,0.39208195577196203,0.1825239756606196,0.1825239756606196,0.4760802005619497,1.0000000000000002,0.179693431093103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690725696394114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diff -r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7181285219765732,0.0,0.0,0.0,0.0,0.0,0.0,0.5150692633863398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376514889701585,0.20000921358131232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45830579155143303,0.18875130135847878,0.166106027179565,0.16381912947329103,0.18092671494697193,0.45830579155143303,0.21335283073038766,0.21335283073038766,0.23089546688315124,0.179693431093103,1.0000000000000002,0.37166481303273163,0.19521480658329352,0.17460937863143042,0.1607808283721324,0.17566613589372268,0.17220518396725348,0.0,0.0,0.0,0.0,0.0,0.0,0.37166481303273163,0.20482798568427052,0.15794303669294402,0.16408409511908562,0.20709883616512487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5176865124956757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find,0.0,0.2336037832887818,0.1286692806009077,0.1308675130736753,0.1185772857735385,0.0,0.1889777105843878,0.2261758033929008,0.22191023854292222,0.23069719818326273,0.0,0.0,0.0,0.0,0.2283986672171705,0.11171780725550248,0.11171780725550248,0.2622305308313077,0.14494072857258777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378709319820165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10490160741160605,0.08615830816278366,0.08540992222253971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2336037832887818,0.1329522642771997,0.126972629596894,0.10686108427965677,0.0,0.2878816079833983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283986672171705,0.11314759620776767,0.2622305308313077,0.14494072857258777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37166481303273163,1.0,0.5252442516426796,0.6031702141496599,0.43259631456683745,0.6068206738740856,0.46333464435894234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5511094365186296,0.4249609625515838,0.4414840721137493,0.557219378598765,0.0,0.0,0.0,0.0,0.0,0.24211784691449137,0.15016089339193414,0.14823978199071358,0.24388367559811225,0.1287204101850677,0.1613994299155646,0.24211784691449137,0.12940458048603654,0.24761617030529723,0.15093294108160998,0.15317783881825617,0.13524597115351764,0.12940458048603654,0.0,0.0,0.1590693018435593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1637091217939781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find -name,0.0,0.12269904433441489,0.06758279999862571,0.06873740896872117,0.06228203772794238,0.0,0.09925945617304366,0.118797540592786,0.11655707717532568,0.12117237721583075,0.0,0.0,0.0,0.0,0.11996508703866812,0.05867913606707752,0.05867913606707752,0.13773507892435283,0.0761292845116536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17746476482070894,0.15808142009626916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05509896628102318,0.04525415609376068,0.044861070680637334,0.0,0.0,0.0,0.0,0.21153155612169874,0.2252117659313168,0.0,0.0,0.0,0.22659546228458732,0.0,0.12269904433441489,0.06983241255447752,0.06669164381172374,0.056128170242193624,0.0,0.15120815974693128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11996508703866812,0.05943012449531702,0.13773507892435283,0.0761292845116536,0.0,0.0,0.0,0.0,0.23971687257049576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19521480658329352,0.5252442516426796,1.0,0.3168116877441929,0.4330524158333745,0.5436191215588456,0.24336385853643974,0.0,0.0,0.0,0.0,0.0,0.0,0.5252442516426796,0.28946706355744645,0.22320830275275935,0.231886971069549,0.29267627551290726,0.0,0.0,0.0,0.0,0.0,0.12717100731193887,0.07887114607564263,0.07786209335538632,0.1280984986773965,0.06760965551879462,0.08477412278155583,0.12717100731193887,0.06796901203652315,0.13005897006663214,0.07927665968663888,0.08045577931833794,0.0710371689062168,0.06796901203652315,0.0,0.0,0.08355023640614381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859872751637583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find -type,0.0,0.21949568544393408,0.12089852117746241,0.12296399518898032,0.11141601498281031,0.0,0.17756472748160992,0.21251630559076345,0.20850835217763666,0.2167646385359807,0.0,0.0,0.0,0.0,0.21460492338576484,0.10497080284665669,0.10497080284665669,0.24639356991059772,0.13618728309487585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15873289970500007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09856625564371449,0.08095492564648062,0.08025173718515599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21949568544393408,0.12492284143691106,0.11930433648643472,0.10040739328373566,0.0,0.27049549447109666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21460492338576484,0.10631424215957934,0.24639356991059772,0.13618728309487585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17460937863143042,0.6031702141496599,0.3168116877441929,1.0000000000000002,0.26092921169763295,0.41115718964761455,0.2794696566609397,0.0,0.0,0.0,0.0,0.0,0.0,0.6031702141496599,0.33241279684484015,0.25632379478748435,0.266290042320514,0.3360981319177575,0.0,0.25054533449475624,0.0,0.20926135596812928,0.0,0.2274955568720786,0.14109218505759918,0.1392870958681669,0.22915474137599043,0.12094656287851563,0.1516519895389824,0.2274955568720786,0.12158941389341506,0.23266181849878106,0.1418176062577829,0.3873466819825246,0.12707802383993957,0.12158941389341506,0.0,0.25054533449475624,0.14946258553560335,0.0,0.0,0.19833794178848527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4139775415711948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find -mtime,0.0,0.10105613571959719,0.05566185658591895,0.05661280385219936,0.05129609681697144,0.0,0.0817510611340846,0.0978428189919625,0.09599755135831592,0.09979875771497478,0.0,0.0,0.0,0.0,0.09880442169012552,0.04832871169021867,0.04832871169021867,0.11343996120452916,0.06270082501113379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14616171997468294,0.13019740724675313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045380048758398024,0.037271766580534084,0.03694801758091091,0.0,0.0,0.0,0.0,0.1742194632433354,0.1854866181481888,0.0,0.0,0.0,0.1866262440289716,0.0,0.10105613571959719,0.05751465953963279,0.0549278916144765,0.04622771122999573,0.0,0.12453652264519317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09880442169012552,0.04894723312157697,0.11343996120452916,0.06270082501113379,0.0,0.0,0.0,0.0,0.19743316616824502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607808283721324,0.43259631456683745,0.4330524158333745,0.26092921169763295,1.0000000000000002,0.447730037556701,0.20043685956081475,0.0,0.0,0.0,0.0,0.0,0.0,0.43259631456683745,0.23840791116096563,0.18383654623459095,0.19098438253636785,0.24105104958704904,0.0,0.0,0.0,0.0,0.0,0.10473928826606671,0.06495904907341449,0.06412798336137415,0.10550317924675752,0.05568397505559189,0.06982079855466182,0.10473928826606671,0.0559799446063271,0.10711784270122597,0.0652930340586381,0.06626416854609067,0.058506908681024546,0.0559799446063271,0.0,0.0,0.0688127937382436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07081996274904845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find -size,0.0,0.22082410011130607,0.1216302137775739,0.12370818828980291,0.11209031829854045,0.0,0.17863937087570403,0.2138024801997609,0.20977027016359676,0.21807652457427068,0.0,0.0,0.0,0.0,0.21590373856447465,0.10560609895220557,0.10560609895220557,0.2478847738563764,0.1370115051473817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15969357057985636,0.14225126009104883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09916279064821915,0.08144487473321227,0.08073743048952882,0.0,0.0,0.0,0.0,0.19034893783853493,0.2026592212516204,0.0,0.0,0.0,0.20390435524469971,0.0,0.22082410011130607,0.12567888971421065,0.12002638088630128,0.10101507107786148,0.0,0.27213256620481524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21590373856447465,0.10695766892375325,0.2478847738563764,0.1370115051473817,0.0,0.0,0.0,0.0,0.21571179691751258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17566613589372268,0.6068206738740856,0.5436191215588456,0.41115718964761455,0.447730037556701,1.0000000000000002,0.28116104111910317,0.0,0.0,0.0,0.0,0.0,0.0,0.6068206738740856,0.3344245996466024,0.2578750976657321,0.26790166214474076,0.33813223881700183,0.0,0.0,0.0,0.0,0.0,0.22887238773733962,0.1419460921751947,0.14013007836576222,0.2305416138282941,0.1216785462328631,0.15256980588162386,0.22887238773733962,0.12232528786053427,0.23406991620970471,0.14267590371298525,0.14479799058828205,0.12784711554408035,0.12232528786053427,0.0,0.0,0.15036715133810316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15475314222748493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find -exec,0.0,0.10823672585101114,0.05961693536714252,0.06063545262813058,0.054940964532931125,0.0,0.08755992032538445,0.10479508542764775,0.10281870145489291,0.10689000427484646,0.0,0.0,0.0,0.0,0.1058250152471241,0.051762730493289104,0.051762730493289104,0.1215004897427806,0.06715606092630594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156547308109112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14883671770752485,0.0,0.04860454896273787,0.1448814216429539,0.03957337593770536,0.0,0.0,0.0,0.0,0.245711915723958,0.0,0.0,0.0,0.0,0.0,0.0,0.10823672585101114,0.2235688405433525,0.05883081817759659,0.1796946358265628,0.0,0.1333855224524683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058250152471241,0.05242520124899524,0.1215004897427806,0.06715606092630594,0.0,0.0,0.0,0.0,0.0,0.0,0.1467802987252158,0.0,0.0,0.2027581847090468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17220518396725348,0.46333464435894234,0.24336385853643974,0.2794696566609397,0.20043685956081475,0.28116104111910317,1.0000000000000002,0.0,0.2027581847090468,0.0,0.0,0.0,0.0,0.46333464435894234,0.2553480947722163,0.19689913645027182,0.20455486554296165,0.45088271918616163,0.0,0.0,0.0,0.2563787737810774,0.0,0.11218158649307869,0.06957474413637285,0.06868462666851442,0.112999756098203,0.21645267206085117,0.07478194745966416,0.11218158649307869,0.059957625277915864,0.11472915020592818,0.06993246057809695,0.0709725994725281,0.06266414394539487,0.059957625277915864,0.0,0.0,0.0737023183981108,0.0,0.0,0.0,0.0,0.21556328931630153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758521077247276,0.19552478425141476,0.0,0.15562339600691893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gzip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48648224092657544,0.43023963918098446,0.48058711036600277,0.5642163016385068,0.40848492317056767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48648224092657544,0.5642163016385068,0.48058711036600277,0.7846743032750292,0.7846743032750292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44116864587138804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47352899123706504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gzip -k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18833451367098444,0.0,0.0,0.13281557330248173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20494983685701967,0.0,0.16472951332229221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18573236901943402,0.0,0.48648224092657544,1.0,0.20930394380420655,0.23379709441128046,0.2744812107884054,0.19872066080873776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2027581847090468,0.48648224092657544,1.0,0.2744812107884054,0.23379709441128046,0.38173011345473545,0.38173011345473545,0.0,0.0,0.0,0.0,0.24384274101865605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19842630895397587,0.0,0.0,0.0,0.0,0.21462071147005563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24741250492352543,0.0,0.1969222182148961,0.0,0.0,0.2303634448007081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
